,,comp_name,"Cryptoxanthin, beta",Sucrose,Glucose (dextrose),Fructose,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,4:0,6:0,8:0,"20:2 n-6 c,c","18:2 n-6 c,c","18:3 n-3 c,c,c (ALA)",Vitamin E (alpha-tocopherol),"Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, gamma",Thiamin,Niacin,Vitamin B-6,"Choline, total",Betaine,Stigmasterol,Beta-sitosterol,Daidzein,Genistein,Glycitein,(+)-Catechin,(-)-Epicatechin,Apigenin,Luteolin
"Mustard greens, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.027,0.066,0.091,0.076,0.113,0.023,0.037,0.066,0.132,0.097,0.181,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0.000314,0.000131,0,0,0,0,0,0,0,0,0,0,0
"Onions, frozen, chopped, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.011,0.019,0.028,0.028,0.038,0.007,0.014,0.02,0.02,0.018,0.106,0.013,0.022,0.043,0.127,0.033,0.025,0.023,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0.000151,7.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Peas, edible-podded, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.027,0.099,0.161,0.228,0.202,0.011,0.032,0.09,0.099,0.273,0.134,0.017,0.058,0.228,0.448,0.072,0.063,0.125,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0.0005,0.000154,0,0,0,0,0,0,0,0,0,0,0
"Peas and carrots, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.024,0.127,0.123,0.197,0.193,0.049,0.021,0.124,0.071,0.147,0.257,0.066,0.154,0.324,0.483,0.114,0.108,0.114,0,0,0,0,0,0,0,0,0,0,0,0.00019,0.001412,0.000101,0,0,0,0,0,0,0,0,0,0,0
"Peas and onions, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.029,0.145,0.143,0.232,0.23,0.059,0.027,0.144,0.085,0.167,0.328,0.077,0.172,0.355,0.55,0.137,0.127,0.132,0,0,0,0,0,0,0,0,0,0,0,0.000297,0.00172,0.000144,0,0,0,0,0,0,0,0,0,0,0
"Peppers, sweet, green, frozen, chopped, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.014,0.04,0.035,0.056,0.048,0.013,0.021,0.033,0.022,0.045,0.052,0.022,0.044,0.154,0.142,0.04,0.047,0.043,0,0,0,0,0,0,0,0,0,0,0,6.90E-05,0.00137,0.000137,0,0,0,0,0,0,0,0,0,0,0
"Squash, summer, crookneck and straightneck, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.007,0.02,0.03,0.048,0.046,0.012,0.009,0.029,0.022,0.037,0.035,0.018,0.043,0.101,0.089,0.031,0.026,0.034,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0.0004,8.80E-05,0,0,0,0,0,0,0,0,0,0,0
"Sweet potato, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.021,0.085,0.085,0.125,0.084,0.042,0.014,0.102,0.07,0.112,0.079,0.032,0.093,0.292,0.167,0.077,0.075,0.088,0,0,0,0,0,0,0,0,0,0,0,6.70E-05,0.000597,0.000177,0,0,0,0,0,0,0,0,0,0,0
"Turnips, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.01,0.029,0.042,0.038,0.041,0.013,0.006,0.02,0.015,0.034,0.028,0.016,0.04,0.073,0.149,0.029,0.03,0.033,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0.0004,4.80E-05,0,0,0,0,0,0,0,0,0,0,0
"Turnip greens, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.043,0.135,0.128,0.226,0.161,0.056,0.028,0.152,0.096,0.168,0.154,0.06,0.169,0.26,0.337,0.148,0.116,0.101,0,0,0,0.001,0,0,0,0,0,0,0,4.40E-05,0.000383,0.0001,0,0,0,0,0,0,0,0,0,0,0
"Turnip greens and turnips, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.037,0.115,0.119,0.185,0.141,0.048,0.024,0.121,0.078,0.142,0.128,0.053,0.147,0.234,0.341,0.124,0.103,0.094,0,0,0,0,0,0,0,0,0,0,0,4.40E-05,0.000388,7.40E-05,0,0,0,0,0,0,0,0,0,0,0
"Artichokes, (globe or french), frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80E-05,0.00086,8.20E-05,0,0,0,0,0,0,0,0,0,0,0
"Fiddlehead ferns, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-05,0.00326,0,0,0,0,0,0,0,0,0,0,0,0
"Clover, red",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.01,0,0,0,0,0
"Lettuce, not specified as to type",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Annual saw-thistle, leaves",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0065
"Celery hearts, white",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.00066
"Corn poppy, leaves",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001
"Hartwort, leaves",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006
"Horseradish, root, whole",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009
"Peppers, Californian (purchased in Hungary)",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113
"Crown daisy, leaves",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05
Water spinach,Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,4.00E-05
"Celery hearts, green",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191,0.0035
"Bay leaves, fresh",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peppers, ancho",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336
"Peppers, pimento",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01036
